itin_id,field,old_value,new_value,source_url,retrieved_at,literal_value_seen,confirm_source_url,confirm_retrieved_at,confirm_result,cache_files
i0003,price_interior,1391,1339,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,"stateroomClass INTERIOR price.value 1338.51 USD (2027-10, lowest of 7 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0003,price_balcony,1173,1501,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,"stateroomClass BALCONY price.value 1501.01 USD (2027-10, lowest of 7 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0003,month_price_overrides,2027-08:i1639|b1838|2027-09:i1709|2027-10:b1621,2027-08:i1527|b1688|2027-09:i1597|b1669|2027-10:i1339|b1501,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,"groupId IC06GAL-1251154778, 7 upcoming sailings 2027-08-16..2027-10-31; per-month minima: 2027-08 INTERIOR=1526.96 BALCONY=1687.88; 2027-09 INTERIOR=1596.96 BALCONY=1669.46; 2027-10 INTERIOR=1338.51 BALCONY=1501.01","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0003,date_checked,2026-07-30,2026-08-02,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,retrieved from https://www.royalcaribbean.com/graph on 2026-08-02,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0003,notes,"Re-verified 2026-07-29 on royalcaribbean.com (pkg IC06W319, 7 sailings): sail months corrected from 2026-09..11 to 2027-08..10; ports Cozumel, Roatan, Costa Maya; seeded prices and 2026-11 override predate this correction, pricing-scout to refresh; quad_cabins cleared, not shown in search data","Re-verified 2026-07-29 on royalcaribbean.com (pkg IC06W319, 7 sailings): sail months corrected from 2026-09..11 to 2027-08..10; ports Cozumel, Roatan, Costa Maya; prices refreshed 2026-08-02 from the official cruiseSearch response (two independent queries agree to the cent), so the stale-seed caveat is closed; quad_cabins cleared, not shown in search data","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,stale-seed caveat closed by today's verified refresh (no new fact recorded),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json
i0004,price_interior,1850,1757,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,"stateroomClass INTERIOR price.value 1756.96 USD (2027-10, lowest of 6 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0004,price_balcony,2128,1978,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,"stateroomClass BALCONY price.value 1978.43 USD (2027-09, lowest of 6 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0004,month_price_overrides,2027-08:i2058|b2318|2027-09:i1990|2027-10:b2150|2027-11:i2078|b2328,2027-08:i1946|b2168|2027-09:i1896|b1978|2027-10:i1757|b2019|2027-11:i1965|b2178,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,"groupId IC08GAL-3243125344, 6 upcoming sailings 2027-08-28..2027-11-06; per-month minima: 2027-08 INTERIOR=1945.93 BALCONY=2167.93; 2027-09 INTERIOR=1895.93 BALCONY=1978.43; 2027-10 INTERIOR=1756.96 BALCONY=2019.46; 2027-11 INTERIOR=1965.14 BALCONY=2177.64","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0004,date_checked,2026-07-30,2026-08-02,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,retrieved from https://www.royalcaribbean.com/graph on 2026-08-02,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-02/graph-confirm-ship-IC.json
i0004,notes,"Re-verified 2026-07-29 on royalcaribbean.com (pkg IC08W072, 6 sailings): sail months corrected from 2026-09;2026-12 to 2027-08..11; ports Cozumel, Costa Maya, Perfect Day CocoCay; seeded prices and 2026-12 override predate this correction, pricing-scout to refresh; quad_cabins cleared, not shown in search data","Re-verified 2026-07-29 on royalcaribbean.com (pkg IC08W072, 6 sailings): sail months corrected from 2026-09;2026-12 to 2027-08..11; ports Cozumel, Costa Maya, Perfect Day CocoCay; prices refreshed 2026-08-02 from the official cruiseSearch response (two independent queries agree to the cent), so the stale-seed caveat is closed; quad_cabins cleared, not shown in search data","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-02T12:55:21+05:30,stale-seed caveat closed by today's verified refresh (no new fact recorded),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:IC"" pagination:{count:100,skip:0}",2026-08-02T13:08:26+05:30,agrees to the cent,lp-system/out/cache/2026-08-02/graph-departurePort-GAL.json
